property_id,host_id,country_code,property_type,room_type,price,security_deposit,cleaning_fee,accommodates,bedrooms,beds,bathrooms,number_of_reviews,review_scores_rating
PID_02897,19998744,PT,Apartment,Private room,35,0,30,2,1,1,1,1,100
PID_02898,187409759,HK,Hotel,Private room,228,NA,NA,1,1,1,1,1,80
PID_02899,128078641,ES,Apartment,Private room,20,NA,5,2,1,1,1,11,85
PID_02900,8843516,PT,House,Entire home/apt,50,200,35,3,1,2,1,3,100
PID_02901,128381201,HK,Hostel,Private room,377,0,50,1,1,1,1,49,94
PID_02902,110274717,HK,Condominium,Private room,353,NA,100,1,1,1,1,0,NA
PID_02903,7517718,HK,Apartment,Entire home/apt,699,NA,157,2,0,1,1,8,90
PID_02904,178600021,ES,Apartment,Entire home/apt,94,0,65,6,2,3,1,23,95
PID_02905,12697791,US,Apartment,Entire home/apt,250,400,85,3,1,1,1,74,95
PID_02906,128381201,HK,Hostel,Private room,322,0,50,1,1,1,1,59,96
PID_02907,183774494,TR,Apartment,Private room,63,0,26,2,1,2,1,7,94
PID_02908,116453270,TR,Apartment,Entire home/apt,290,NA,77,3,1,2,1,35,99
PID_02909,137500257,PT,Apartment,Entire home/apt,115,250,NA,5,2,3,2,0,NA
PID_02910,97240131,HK,Apartment,Private room,290,1000,100,2,1,1,1,0,NA
PID_02911,187771929,HK,House,Private room,4828,NA,NA,2,0,1,1,0,NA
PID_02912,27619896,AU,Apartment,Private room,129,0,20,2,1,1,1,17,99
PID_02913,4207615,PT,Apartment,Entire home/apt,55,NA,5,2,1,1,1,5,100
PID_02914,70195733,US,Condominium,Entire home/apt,489,0,0,4,1,2,2,0,NA
PID_02915,1302034,PT,Apartment,Entire home/apt,65,0,0,4,1,1,NA,188,97
PID_02916,318040,CA,Guest suite,Entire home/apt,950,250,65,4,2,2,1,1,100
PID_02917,63966593,AU,Apartment,Entire home/apt,100,250,100,2,0,1,1,22,95
PID_02918,3455514,HK,Apartment,Entire home/apt,683,0,200,2,1,1,1,22,93
PID_02919,187952945,ES,Apartment,Entire home/apt,80,NA,NA,3,3,3,1,0,NA
PID_02920,7879669,AU,Guest suite,Entire home/apt,149,0,30,2,0,1,1,51,99
PID_02921,1380142,PT,House,Entire home/apt,69,0,25,3,0,1,1,0,NA
PID_02922,6543028,CA,Apartment,Entire home/apt,90,NA,NA,2,0,1,1,33,95
PID_02923,71573275,CA,Townhouse,Shared room,46,200,19,4,1,2,2,5,68
PID_02924,2561183,AU,Apartment,Private room,100,0,29,1,1,1,1,11,95
PID_02925,188020310,PT,House,Entire home/apt,70,NA,NA,6,3,4,2,23,99
PID_02926,50479844,PT,Apartment,Private room,60,NA,NA,2,1,1,1,0,NA
PID_02927,3183670,AU,House,Entire home/apt,165,NA,NA,4,2,2,2,0,NA
PID_02928,188283884,ES,Apartment,Private room,55,100,20,2,1,1,1,13,86
PID_02929,19845527,PT,Apartment,Entire home/apt,50,0,18,4,1,2,1,12,98
PID_02930,55132573,PT,Apartment,Entire home/apt,75,NA,15,4,1,2,1,40,97
PID_02931,17085220,AU,House,Entire home/apt,151,0,50,6,3,5,1,33,92
PID_02932,17088651,AU,Apartment,Entire home/apt,119,NA,NA,4,2,2,1,1,100
PID_02933,25644407,BR,Condominium,Entire home/apt,250,1000,120,4,1,2,1,0,NA
PID_02934,132115648,CA,Apartment,Private room,16,200,15,1,1,1,1,7,100
PID_02935,3080717,ES,Apartment,Private room,35,150,30,3,1,2,1,21,94
PID_02936,21615073,CA,Loft,Entire home/apt,101,NA,NA,3,1,1,1,1,20
PID_02937,164714644,CA,Bungalow,Private room,24,0,7,2,1,1,1,2,100
PID_02938,188598816,PT,Apartment,Entire home/apt,50,0,15,3,1,1,1,37,89
PID_02939,5269198,HK,Apartment,Entire home/apt,597,NA,0,3,1,1,1,5,100
PID_02940,5390269,PT,Apartment,Entire home/apt,300,0,50,8,2,4,2,7,100
PID_02941,86742436,BR,House,Private room,71,0,30,2,1,1,1,2,100
PID_02942,152721241,TR,Serviced apartment,Entire home/apt,264,NA,NA,2,0,1,1,0,NA
PID_02943,40672033,TR,Apartment,Entire home/apt,206,0,0,6,2,4,2,4,100
PID_02944,118337275,PT,Apartment,Entire home/apt,50,0,30,5,2,4,1,7,100
PID_02945,186855237,CA,Apartment,Entire home/apt,95,150,70,5,3,4,1,2,100
PID_02946,10344088,CA,Apartment,Entire home/apt,81,0,50,2,1,1,1,1,100
PID_02947,54807073,HK,Apartment,Entire home/apt,3399,5000,500,8,5,6,3,1,NA
PID_02948,135868257,HK,Hotel,Private room,353,0,0,2,1,1,1,11,84
PID_02949,160726690,PT,House,Entire home/apt,55,NA,25,6,3,1,1,30,85
PID_02950,188944892,AU,Loft,Entire home/apt,200,0,60,3,1,1,1,4,100
PID_02951,18933763,US,House,Entire home/apt,285,NA,341,2,1,2,2,0,NA
PID_02952,156562805,CA,Condominium,Entire home/apt,110,1500,58,4,1,3,1,41,99
PID_02953,83790158,CA,Apartment,Private room,30,NA,NA,1,1,1,1,0,NA
PID_02954,179470703,US,House,Entire home/apt,79,500,140,12,4,8,2,4,100
PID_02955,10496350,US,House,Entire home/apt,800,500,800,6,4,4,3,0,NA
PID_02956,189516806,TR,Apartment,Entire home/apt,285,NA,NA,6,2,2,1,9,78
PID_02957,166541664,PT,Apartment,Entire home/apt,59,0,25,4,1,1,1,27,91
PID_02958,189519197,CA,Apartment,Entire home/apt,119,0,65,2,0,1,1,58,98
PID_02959,189049361,ES,Apartment,Private room,65,100,15,2,1,1,1,2,100
PID_02960,189536798,PT,House,Entire home/apt,99,NA,NA,8,3,6,3,9,100
PID_02961,42768132,TR,Apartment,Private room,90,NA,NA,2,1,1,1,2,100
PID_02962,43068394,US,Condominium,Entire home/apt,259,500,175,6,2,2,2,8,95
PID_02963,189648471,CA,Condominium,Entire home/apt,85,NA,30,3,1,1,1,21,90
PID_02964,8580704,TR,Apartment,Entire home/apt,227,NA,NA,2,1,1,1,0,NA
PID_02965,178946299,TR,Serviced apartment,Entire home/apt,749,29897,250,4,2,3,1,1,60
PID_02966,12854204,AU,Apartment,Entire home/apt,600,NA,NA,4,2,2,2,0,NA
PID_02967,189860417,ES,Apartment,Private room,80,NA,NA,2,1,1,1,11,100
PID_02968,189860862,HK,Guest suite,Private room,447,NA,NA,1,1,1,1,0,NA
PID_02969,175622002,PT,House,Entire home/apt,165,0,75,10,4,6,3.5,0,NA
PID_02970,49819978,PT,Apartment,Entire home/apt,55,0,16,2,0,1,1,6,100
PID_02971,189958383,TR,Serviced apartment,Private room,148,0,60,2,2,1,1,2,100
PID_02972,189965030,CA,Apartment,Private room,35,NA,NA,2,1,2,1,4,95
PID_02973,41950889,US,Apartment,Entire home/apt,102,0,125,4,1,2,1,24,91
PID_02974,1318632,TR,Apartment,Entire home/apt,295,596,NA,2,1,1,NA,1,100
PID_02975,189829763,HK,Hostel,Private room,597,NA,NA,3,1,2,1,8,90
PID_02976,15915270,AU,Townhouse,Entire home/apt,112,NA,50,4,2,2,1.5,6,97
PID_02977,190059665,CA,Condominium,Private room,70,NA,NA,2,1,1,1,0,NA
PID_02978,10796926,BR,Serviced apartment,Entire home/apt,160,350,100,4,0,2,1,75,93
PID_02979,11490944,CA,Guest suite,Private room,40,NA,NA,1,1,1,1,11,100
PID_02980,8272913,PT,Apartment,Entire home/apt,50,0,25,3,1,1,1,1,100
PID_02981,67709885,HK,Apartment,Private room,228,1000,0,1,1,1,1,0,NA
PID_02982,190284645,BR,Apartment,Entire home/apt,351,0,150,5,2,2,1.5,2,100
PID_02983,190263642,ES,Apartment,Private room,40,NA,NA,2,1,1,1,41,95
PID_02984,12243051,CA,Apartment,Entire home/apt,91,400,85,2,1,1,1,7,97
PID_02985,133645169,CA,Apartment,Entire home/apt,46,NA,NA,4,2,2,1,0,NA
PID_02986,31312633,BR,Apartment,Entire home/apt,187,0,90,4,1,2,1,35,97
PID_02987,123529877,HK,Apartment,Entire home/apt,1178,2000,250,9,2,5,1,11,82
PID_02988,190411862,PT,Apartment,Entire home/apt,65,0,40,11,5,1,3.5,35,93
PID_02989,53348598,CA,Apartment,Entire home/apt,150,0,75,4,2,2,1,9,96
PID_02990,71421643,ES,Casa particular (Cuba),Private room,53,NA,NA,2,1,1,2,6,90
PID_02991,27698380,AU,Guest suite,Entire home/apt,300,0,120,8,4,6,4,0,NA
PID_02992,15792150,CA,Loft,Entire home/apt,110,3000,92,3,0,1,1,2,80
PID_02993,8250822,US,Loft,Entire home/apt,130,NA,110,2,1,1,1,4,100
PID_02994,971768,ES,Apartment,Entire home/apt,190,0,65,8,4,6,2,1,100
PID_02995,183077534,CN,Apartment,Entire home/apt,526,NA,NA,4,2,2,1,3,87
PID_02996,2517230,TR,Apartment,Entire home/apt,612,NA,NA,3,1,2,1,1,100
PID_02997,59417924,TR,Apartment,Private room,53,0,0,2,2,3,1,2,100
PID_02998,190737686,HK,Apartment,Entire home/apt,298,NA,NA,2,1,1,1,2,100
PID_02999,190760576,TR,Aparthotel,Private room,142,NA,NA,2,1,1,1,8,98
PID_03000,190769137,CN,Loft,Entire home/apt,369,0,47,2,1,1,1,52,95
PID_03001,3405939,CA,Apartment,Private room,46,NA,12,2,1,1,1,8,98
PID_03002,30690536,US,House,Private room,120,100,20,2,1,1,1,39,92
PID_03003,58076590,CA,Condominium,Entire home/apt,325,500,105,8,3,3,2,35,99
PID_03004,96994481,BR,House,Private room,101,374,150,3,1,1,4,0,NA
PID_03005,104249433,TR,Apartment,Entire home/apt,163,0,90,3,1,2,1,24,79
PID_03006,186957610,TR,Villa,Entire home/apt,643,NA,NA,6,3,3,4,0,NA
PID_03007,190245901,TR,Serviced apartment,Entire home/apt,248,NA,NA,2,1,2,1,0,NA
PID_03008,4380365,CA,Townhouse,Entire home/apt,301,300,90,4,1,2,1,2,100
PID_03009,190162013,PT,House,Private room,35,0,10,3,1,2,1,26,79
PID_03010,6685693,US,Apartment,Entire home/apt,115,NA,NA,2,1,1,1,95,96
PID_03011,190538339,HK,House,Private room,628,NA,NA,2,0,1,1,0,NA
PID_03012,130004637,PT,Apartment,Entire home/apt,30,0,6,2,1,1,1.5,37,92
PID_03013,15533049,BR,Apartment,Entire home/apt,548,0,300,2,1,1,1,0,NA
PID_03014,191532167,TR,Apartment,Private room,401,NA,NA,2,1,2,1,0,NA
PID_03015,3601196,ES,Apartment,Entire home/apt,80,150,100,5,1,3,1,37,87
PID_03016,46652490,BR,Serviced apartment,Entire home/apt,298,0,110,4,2,4,2,1,100
PID_03017,7760946,TR,Apartment,Private room,105,NA,26,1,1,1,1,2,100
PID_03018,417504,US,Apartment,Entire home/apt,299,NA,NA,4,1,2,1,6,97
PID_03019,153445788,CA,Apartment,Private room,39,0,15,2,1,1,1,24,90
PID_03020,191737692,PT,Apartment,Entire home/apt,60,100,20,6,1,1,1,1,100
PID_03021,188180992,ES,Apartment,Private room,32,100,6,2,1,1,1,0,NA
PID_03022,191811747,HK,Apartment,Private room,196,NA,NA,2,1,1,1,15,94
PID_03023,9949682,AU,Apartment,Entire home/apt,64,NA,NA,2,0,1,1,7,94
PID_03024,14252788,CA,Condominium,Entire home/apt,60,300,55,4,2,1,1,5,100
PID_03025,115743377,ES,Apartment,Private room,30,100,20,1,1,1,1,1,100
PID_03026,105823,TR,Serviced apartment,Entire home/apt,211,17868,0,6,2,5,1,0,NA
PID_03027,14876239,PT,Apartment,Shared room,15,NA,NA,1,1,1,1.5,6,100
PID_03028,187109071,PT,Apartment,Entire home/apt,60,NA,10,3,1,2,1,13,94
PID_03029,7671343,ES,Apartment,Private room,60,100,30,2,1,1,1,15,96
PID_03030,4344536,CA,Apartment,Entire home/apt,400,NA,NA,8,3,3,2,3,67
PID_03031,5070884,ES,Apartment,Entire home/apt,150,250,75,3,1,2,1,4,100
PID_03032,190059665,CA,Apartment,Private room,95,NA,NA,2,1,1,1,0,NA
PID_03033,47294410,CA,House,Private room,23,250,25,3,1,2,1,18,83
PID_03034,60887746,PT,Apartment,Entire home/apt,110,200,20,2,1,1,1,5,100
PID_03035,192333098,TR,Condominium,Private room,58,NA,NA,1,1,1,1,0,NA
PID_03036,21171234,TR,Apartment,Entire home/apt,390,NA,NA,4,2,3,1,16,93
PID_03037,192341244,PT,House,Entire home/apt,65,0,0,5,2,3,1,44,99
PID_03038,22669354,HK,Apartment,Entire home/apt,447,0,120,2,0,1,1,65,94
PID_03039,182806546,PT,Guest suite,Private room,150,NA,NA,4,1,2,1,2,90
PID_03040,145495646,PT,Apartment,Entire home/apt,118,0,70,10,2,5,2,7,89
PID_03041,121079928,BR,Apartment,Entire home/apt,668,1000,250,6,3,3,2,0,NA
PID_03042,6000862,BR,Serviced apartment,Entire home/apt,369,0,160,3,1,1,1,3,100
PID_03043,88981507,ES,Apartment,Private room,50,110,10,2,1,1,2,0,NA
PID_03044,75797838,HK,Apartment,Private room,149,NA,NA,1,1,2,2,1,NA
PID_03045,10911673,ES,House,Private room,65,NA,NA,2,1,1,1,0,NA
PID_03046,14468412,TR,Apartment,Entire home/apt,132,527,105,4,1,2,1,10,94
PID_03047,81623259,BR,Apartment,Entire home/apt,451,500,135,10,3,8,3,0,NA
PID_03048,140627494,ES,Apartment,Private room,45,NA,15,1,1,1,1.5,19,93
PID_03049,192245752,TR,Apartment,Private room,169,NA,NA,2,1,1,1,5,80
PID_03050,28925935,CA,Apartment,Private room,64,NA,NA,2,1,1,1,7,97
PID_03051,192927288,CA,Apartment,Entire home/apt,110,700,50,4,1,2,1,0,NA
PID_03052,192896824,US,Villa,Entire home/apt,299,300,261,8,3,3,3,0,NA
PID_03053,1347034,US,Apartment,Entire home/apt,725,1500,250,4,2,2,2,3,100
PID_03054,257315,US,Apartment,Entire home/apt,265,1000,100,3,2,2,1,21,96
PID_03055,50211466,CA,Cabin,Private room,39,200,60,2,1,1,1,6,100
PID_03056,117548275,AU,Apartment,Entire home/apt,108,200,98,2,0,1,1,20,92
PID_03057,5786717,US,Condominium,Entire home/apt,129,0,135,4,1,2,1,18,92
PID_03058,12999552,BR,Apartment,Private room,201,NA,300,2,1,2,1,1,100
PID_03059,47892963,PT,Apartment,Entire home/apt,84,0,25,4,2,2,1,62,97
PID_03060,117532859,HK,Apartment,Private room,298,NA,79,2,1,1,1.5,2,100
PID_03061,162795984,PT,House,Entire home/apt,180,500,0,10,4,5,4,10,100
PID_03062,61277408,TR,Serviced apartment,Entire home/apt,232,0,100,4,2,4,2,2,100
PID_03063,191146478,PT,House,Entire home/apt,300,NA,NA,10,4,6,4.5,3,100
PID_03064,76545056,HK,Serviced apartment,Entire home/apt,1021,10000,0,6,3,3,1,0,NA
PID_03065,156825171,US,Apartment,Entire home/apt,110,NA,NA,4,1,2,1,0,NA
PID_03066,189860862,HK,Guest suite,Private room,1601,NA,NA,6,2,4,1,0,NA
PID_03067,13114254,US,Apartment,Private room,61,95,45,1,1,1,1,230,93
PID_03068,193654119,PT,Apartment,Entire home/apt,80,0,25,3,1,2,1,14,100
PID_03069,67772371,BR,Loft,Entire home/apt,149,400,140,2,1,1,1,1,100
PID_03070,193781227,CA,Apartment,Entire home/apt,60,600,70,4,2,2,1,39,88
PID_03071,10416448,CA,Condominium,Entire home/apt,81,250,49,3,1,2,1,2,100
PID_03072,137199685,HK,Condominium,Entire home/apt,283,0,180,2,0,1,1,0,NA
PID_03073,13207681,US,Apartment,Entire home/apt,159,200,129,4,1,2,1,44,94
PID_03074,13675903,CA,Apartment,Entire home/apt,199,NA,20,3,1,1,1,13,92
PID_03075,160949049,TR,Hotel,Private room,295,NA,NA,2,1,1,1,10,96
PID_03076,40940438,HK,Apartment,Private room,502,NA,NA,2,1,1,2,0,NA
PID_03077,193733618,US,Condominium,Entire home/apt,222,0,270,6,3,3,2,0,NA
PID_03078,193733618,US,Condominium,Entire home/apt,222,0,235,3,1,2,1,0,NA
PID_03079,193733618,US,Condominium,Entire home/apt,222,0,285,4,2,2,2,1,100
PID_03080,34997434,TR,Apartment,Entire home/apt,142,NA,70,4,2,2,1,4,100
PID_03081,170716140,ES,Apartment,Entire home/apt,63,0,120,4,2,3,2,0,NA
PID_03082,159283889,TR,Hostel,Shared room,105,NA,NA,2,1,2,1,10,88
PID_03083,111554365,ES,Apartment,Private room,22,NA,15,2,1,2,1,6,93
PID_03084,131208176,ES,Apartment,Private room,53,150,18,2,1,2,1,19,93
PID_03085,6360121,US,Apartment,Entire home/apt,96,150,75,2,0,1,1,186,89
PID_03086,81931213,US,Condominium,Entire home/apt,334,250,335,6,3,4,2,1,NA
PID_03087,81931213,US,Condominium,Entire home/apt,472,250,273,6,2,3,2,0,NA
PID_03088,19791689,TR,Apartment,Private room,79,NA,40,1,1,1,1,2,100
PID_03089,104805186,ES,Apartment,Entire home/apt,79,2300,NA,6,3,4,2,0,NA
PID_03090,97240131,HK,Apartment,Private room,204,1000,0,1,1,1,1,0,NA
PID_03091,194299141,TR,Boutique hotel,Private room,158,0,0,2,1,1,1,14,89
PID_03092,5004868,US,Apartment,Entire home/apt,100,0,100,6,2,4,1,3,100
PID_03093,104306101,HK,Condominium,Private room,220,0,39,1,0,1,1,9,93
PID_03094,194464420,TR,Apartment,Private room,174,0,0,4,1,3,1,1,100
PID_03095,1237315,ES,Apartment,Private room,27,500,80,2,1,2,1,0,NA
PID_03096,97240131,HK,Apartment,Entire home/apt,283,1000,0,2,0,1,1,0,NA
PID_03097,92616600,BR,House,Entire home/apt,500,2000,250,12,5,10,5,8,100
PID_03098,194744942,CA,House,Entire home/apt,225,0,90,10,4,5,1,1,100
PID_03099,68746835,CA,Apartment,Entire home/apt,169,0,75,4,1,2,1,19,94
PID_03100,77816784,CA,Apartment,Entire home/apt,79,0,59,6,1,2,1,16,96
PID_03101,125341525,TR,Serviced apartment,Private room,179,NA,NA,2,2,2,1,0,NA
PID_03102,136437655,US,Condominium,Entire home/apt,195,0,290,3,1,1,1,0,NA
PID_03103,157873184,CN,Condominium,Entire home/apt,361,0,0,2,1,2,1,2,90
PID_03104,160904316,US,Condominium,Entire home/apt,93,100,70,2,0,1,1,56,100
PID_03105,14918073,TR,Townhouse,Private room,90,NA,NA,2,1,1,1,4,87
PID_03106,16261958,AU,Apartment,Private room,90,0,40,1,2,1,1,3,100
PID_03107,146581775,PT,Apartment,Entire home/apt,55,NA,NA,3,2,2,1,0,NA
PID_03108,1362987,CA,Apartment,Entire home/apt,220,600,75,6,4,4,2,7,97
PID_03109,90911265,TR,Apartment,Private room,58,NA,NA,4,2,2,2,0,NA
PID_03110,114384153,AU,Apartment,Entire home/apt,139,199,79,4,1,2,1,48,94
PID_03111,17519759,US,Condominium,Entire home/apt,159,350,145,4,1,1,1,0,NA
PID_03112,13477108,HK,Apartment,Entire home/apt,691,0,350,4,2,1,1,4,100
PID_03113,3544032,TR,Apartment,Entire home/apt,596,893,30,2,1,1,1,0,NA
PID_03114,184642867,ES,Apartment,Private room,27,NA,NA,1,1,1,1.5,1,100
PID_03115,195406007,PT,Apartment,Entire home/apt,40,NA,NA,3,1,2,1,2,100
PID_03116,96299106,ES,Apartment,Entire home/apt,55,200,50,4,2,2,1,0,NA
PID_03117,108986794,US,Condominium,Entire home/apt,182,300,185,5,1,2,2,6,93
PID_03118,92196431,US,Condominium,Entire home/apt,115,200,80,3,0,2,1,39,99
PID_03119,94208257,CA,Loft,Entire home/apt,149,0,50,4,1,2,1,37,95
PID_03120,190942953,TR,Villa,Entire home/apt,801,NA,NA,10,3,4,4,0,NA
PID_03121,52335,US,Apartment,Entire home/apt,70,300,50,2,1,1,1,4,100
PID_03122,195764124,PT,Apartment,Entire home/apt,65,NA,0,4,1,2,1,10,100
PID_03123,64201847,TR,Apartment,Private room,58,0,0,1,1,1,1,3,93
PID_03124,7109425,ES,Apartment,Private room,22,NA,0,1,1,1,1,5,76
PID_03125,137388953,US,Apartment,Entire home/apt,120,0,25,2,1,1,1,3,100
PID_03126,569544,US,House,Private room,45,0,40,2,1,1,2.5,27,81
PID_03127,13347167,US,Apartment,Entire home/apt,108,1000,360,2,1,1,1,6,93
PID_03128,195984935,CA,Apartment,Entire home/apt,140,600,150,4,2,4,1,4,95
PID_03129,184243783,PT,Apartment,Entire home/apt,50,NA,NA,4,1,2,1,16,89
PID_03130,192040273,AU,Serviced apartment,Entire home/apt,350,1000,285,6,3,4,2.5,0,NA
PID_03131,1503015,AU,House,Private room,71,300,50,2,1,1,1,12,95
PID_03132,20225857,PT,House,Private room,40,0,10,6,1,4,2,8,95
PID_03133,196206522,TR,Apartment,Entire home/apt,121,NA,NA,4,1,1,1,48,91
PID_03134,196221110,ES,Apartment,Entire home/apt,100,NA,NA,4,2,2,1,0,NA
PID_03135,78110758,PT,House,Entire home/apt,100,NA,NA,6,2,6,1,1,100
PID_03136,15353690,ES,Apartment,Entire home/apt,129,NA,NA,4,1,2,2,0,NA
PID_03137,95843330,US,Condominium,Entire home/apt,169,NA,150,6,2,5,2,20,96
PID_03138,81876389,BR,Apartment,Entire home/apt,97,NA,200,3,1,2,1,2,90
PID_03139,183826922,AU,Apartment,Entire home/apt,178,0,150,3,1,1,1,0,NA
PID_03140,56347573,ES,Apartment,Private room,25,100,12,2,1,1,2,2,NA
PID_03141,26828317,ES,Serviced apartment,Entire home/apt,135,NA,NA,6,3,4,2,4,95
PID_03142,196344302,PT,Apartment,Entire home/apt,69,150,25,4,1,2,1.5,16,94
PID_03143,196345599,ES,Apartment,Private room,49,0,30,2,1,1,1,15,92
PID_03144,12404807,HK,Apartment,Entire home/apt,754,1000,200,6,2,3,1,196,90
PID_03145,6550121,CA,Apartment,Private room,35,NA,NA,2,1,1,1,2,100
PID_03146,3849926,PT,Apartment,Entire home/apt,89,0,0,2,1,1,1,3,93
PID_03147,16323539,HK,Apartment,Entire home/apt,997,NA,200,2,0,1,1,11,100
PID_03148,15210533,HK,Boutique hotel,Private room,455,NA,NA,3,1,2,1,10,96
PID_03149,13237730,PT,Apartment,Private room,28,0,0,2,1,1,2,8,100
PID_03150,196610873,TR,Apartment,Private room,121,NA,NA,1,1,1,1,0,NA
PID_03151,145169614,CA,Bed and breakfast,Private room,31,NA,NA,2,1,1,1,1,100
PID_03152,195873583,US,Condominium,Entire home/apt,310,500,263,4,1,1,1,0,NA
PID_03153,97240131,HK,Apartment,Private room,228,NA,NA,2,0,1,1,0,NA
PID_03154,128573881,CA,Apartment,Private room,32,NA,NA,2,1,1,1,2,100
PID_03155,151398424,US,Townhouse,Entire home/apt,400,NA,286,4,2,2,2,0,NA
PID_03156,195046037,BR,Apartment,Entire home/apt,280,0,0,4,2,3,2,5,100
PID_03157,196635279,US,Condominium,Entire home/apt,307,500,319,6,1,2,1,0,NA
PID_03158,196983815,PT,Apartment,Entire home/apt,85,NA,NA,6,2,3,2,19,99
PID_03159,196747935,BR,Condominium,Private room,41,NA,NA,1,1,1,1,0,NA
PID_03160,196904550,CA,Condominium,Private room,36,0,0,2,1,1,1,32,99
PID_03161,10135465,PT,Apartment,Entire home/apt,120,0,0,2,1,1,1,9,91
PID_03162,21873399,ES,Apartment,Entire home/apt,41,1100,50,2,0,1,1,0,NA
PID_03163,113419095,AU,Apartment,Private room,37,NA,30,1,1,1,1,1,NA
PID_03164,173239198,US,Condominium,Entire home/apt,305,300,125,4,1,2,2,2,100
PID_03165,131187325,HK,Apartment,Shared room,283,0,NA,1,1,1,1,47,97
PID_03166,36780006,ES,Apartment,Entire home/apt,100,0,80,5,1,3,1,3,87
PID_03167,195465513,US,House,Private room,59,NA,49,2,1,1,1.5,11,96
PID_03168,97240131,HK,Apartment,Entire home/apt,267,1000,100,2,0,1,1,0,NA
PID_03169,160391756,AU,Condominium,Private room,70,NA,20,1,0,1,1,0,NA
PID_03170,172398001,PT,House,Private room,14,0,20,1,1,1,1,3,93
PID_03171,13468379,US,Condominium,Entire home/apt,142,0,120,3,1,2,1,4,100
PID_03172,197828925,AU,Cabin,Entire home/apt,70,250,0,1,0,1,1,14,100
PID_03173,15596380,ES,Apartment,Private room,35,0,5,2,1,1,1,15,96
PID_03174,72984879,ES,Apartment,Entire home/apt,40,2000,85,1,0,1,1,0,NA
PID_03175,197888507,US,Condominium,Entire home/apt,139,150,99,4,1,1,1,43,100
PID_03176,1020539,US,Apartment,Private room,88,NA,10,1,1,1,1,69,82
PID_03177,21873399,ES,Apartment,Entire home/apt,130,250,60,5,2,3,1,2,100
PID_03178,197929511,CA,Townhouse,Entire home/apt,160,500,60,5,3,4,1.5,2,80
PID_03179,16922131,PT,Serviced apartment,Entire home/apt,49,0,0,2,1,1,1,0,NA
PID_03180,192002147,AU,Apartment,Entire home/apt,181,700,160,4,2,2,2,26,91
PID_03181,192002147,AU,House,Entire home/apt,299,1500,400,10,5,5,2,20,98
PID_03182,85800321,HK,Apartment,Entire home/apt,903,0,280,5,2,3,1,44,99
PID_03183,45455859,TR,Apartment,Private room,90,0,63,2,1,1,1,5,96
PID_03184,67839172,HK,Guest suite,Private room,675,NA,149,2,1,1,1,24,96
PID_03185,21873399,ES,Apartment,Entire home/apt,80,250,50,4,1,1,1,3,87
PID_03186,10988558,PT,House,Entire home/apt,195,500,250,6,3,3,2,4,100
PID_03187,90638018,TR,Hotel,Shared room,248,NA,100,2,1,2,1,0,NA
PID_03188,16222167,US,Villa,Private room,300,NA,NA,4,1,1,1,0,NA
PID_03189,55591302,US,Guesthouse,Entire home/apt,130,0,100,5,1,4,1,29,100
PID_03190,40139322,CA,Loft,Entire home/apt,75,0,40,2,0,1,1,11,100
PID_03191,168596223,ES,Apartment,Private room,35,100,20,2,1,1,1,0,NA
PID_03192,21873399,ES,Apartment,Entire home/apt,80,250,50,4,1,1,1,1,80
PID_03193,198231250,US,House,Private room,25,NA,5,2,1,1,1,11,100
PID_03194,108876856,TR,Loft,Entire home/apt,179,0,30,3,2,2,1,21,90
PID_03195,167624702,AU,Apartment,Private room,70,NA,NA,1,1,1,1,1,20
PID_03196,122408520,HK,Serviced apartment,Private room,338,0,70,2,1,1,1,6,87
PID_03197,756093,US,Condominium,Entire home/apt,522,0,312,8,3,4,3,7,100
PID_03198,26150802,BR,Apartment,Private room,56,NA,70,2,1,1,1,2,100
PID_03199,157067539,AU,House,Entire home/apt,699,2000,500,8,4,5,3,6,100
PID_03200,12730028,PT,Apartment,Entire home/apt,39,0,49,5,2,3,1,11,93
PID_03201,120114328,CA,Apartment,Entire home/apt,110,0,30,4,2,2,1,7,86
PID_03202,6786676,PT,Apartment,Entire home/apt,70,150,40,2,1,1,1,15,95
PID_03203,12718315,ES,Loft,Entire home/apt,85,0,20,3,1,2,1,2,100
PID_03204,198995755,BR,Apartment,Entire home/apt,145,NA,NA,2,1,1,1,12,97
PID_03205,83628778,CA,Other,Private room,55,0,20,4,1,3,1,0,NA
PID_03206,130528674,AU,Apartment,Entire home/apt,250,400,170,7,2,3,1,25,98
PID_03207,97240131,HK,Apartment,Private room,251,1000,NA,2,1,1,1,0,NA
PID_03208,199189701,HK,Apartment,Private room,188,NA,NA,1,0,1,1,0,NA
PID_03209,188099964,HK,Apartment,Private room,479,NA,NA,2,1,2,1,62,98
PID_03210,199021370,ES,Apartment,Private room,36,0,15,2,1,1,1,22,83
PID_03211,199021370,ES,Apartment,Private room,36,0,20,2,1,1,1,25,90
PID_03212,68316372,CA,Apartment,Private room,40,0,8,2,1,1,1,2,70
PID_03213,45071073,CA,House,Private room,46,NA,NA,2,1,1,2,1,80
PID_03214,199470993,ES,Bed and breakfast,Private room,45,0,30,3,1,2,1,8,98
PID_03215,4220037,US,House,Private room,90,0,15,2,1,1,1,14,100
PID_03216,170993475,PT,Hostel,Private room,60,NA,NA,2,1,1,1,1,60
PID_03217,43793840,US,Condominium,Entire home/apt,138,0,125,2,0,1,1,9,93
